ID do museu,Dificuldade locomoção,Deficiencia Visual e Auditiva,Pessoa Estrangeira,Grupos_Acessibilidade_Filtro
82011,"Corrimão nas escadas e rampas, Rampa de acesso, Sanitário adaptado, Cadeira de rodas para uso do visitante, Circuito de visitação adaptado, Elevador adaptado, Bebedouro adaptado, Plataforma elevatória na entrada do prédio-sede","Sinalização tátil, Texto/Etiquetas em Braille, Oferece algumas tecnologias assistivas aos cegos em sua biblioteca comunitária (audiolivros). Um dos espaços expositivos do prédio-sede contém placas informativas com acesso em Braile e QR Codes que remetem para a audiodescrição dos dispositivos e para um vídeo com as informações em Libras.",Vídeo institucional em inglês e espanhol (disponível no canal do CDCC no YouTube). Link no site institucional para uma versão em inglês (https://sites.usp.br/cdccenglish/).,"Recursos Sensoriais (Visual e Tátil), Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
82013,"Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Cadeira de rodas para uso do visitante, Bebedouro adaptado","Maquetes táteis ou mapas em relevo, Obras e reproduções táteis","Sinalização visual, Material de divulgação impresso, Audioguia","Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção), Recursos de Comunicação (Auditiva e Idiomas)"
82014,Não informado,Não informado,Não informado,
82015,Não informado,Não informado,Não informado,
82016,Não informado,Não informado,Não informado,
82017,"Corrimão nas escadas e rampas, Cadeira de rodas para uso do visitante, Circuito de visitação adaptado, Bebedouro adaptado, Telefone público adaptado","Obras e reproduções táteis, Tradutor de Língua Brasileira de Sinais (LIBRAS)","Guia, monitor e/ou mediador, Sinalização visual, Material de divulgação impresso","Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção), Recursos de Comunicação (Auditiva e Idiomas)"
82018,Não possui,Não possui,Não possui,
82019,Não possui,Não possui,Não possui,
82020,Corrimão nas escadas e rampas,Não possui,Não possui,Acesso e mobilidade (Locomoção)
82021,Não possui,Não possui,Não possui,
82022,Não informado,Não informado,Não informado,
82023,Não informado,Não informado,Não informado,
82024,Rampa de acesso,Não possui,Não possui,Acesso e mobilidade (Locomoção)
82025,"Corrimão nas escadas e rampas, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Circuito de visitação adaptado, Bebedouro adaptado",Não possui,"Guia, monitor e/ou mediador, Material de divulgação impresso, Audioguia","Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção), Recursos de Comunicação (Auditiva e Idiomas)"
82027,"Sanitário adaptado, Banheiros adaptados",Não possui,É possível mediante agendamento,Acesso e mobilidade (Locomoção)
82028,"Rampa de acesso, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Cadeira de rodas para uso do visitante, Banheiros adaptados, Circuito de visitação adaptado, Bebedouro adaptado","Sinalização tátil, Texto/Etiquetas em Braille, Tradutor de Língua Brasileira de Sinais (LIBRAS)",Não possui,"Recursos Sensoriais (Visual e Tátil), Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
82030,Não informado,Não informado,Não informado,
82032,Não informado,Não informado,Não informado,
82033,"Corrimão nas escadas e rampas, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Banheiros adaptados",Não possui,"Guia, monitor e/ou mediador","Acesso e mobilidade (Locomoção)"
82034,Não informado,Não informado,Não informado,
82035,Não informado,Não informado,Não informado,
82036,Não possui,Não possui,Não possui,
82037,Não possui,Não possui,Não possui,
82038,Não informado,Não informado,Não informado,
82039,"Rampa de acesso, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos",Não possui,Não possui,"Acesso e mobilidade (Locomoção)"
82040,Não informado,Não informado,Não informado,
82041,Não possui,Obras e reproduções táteis,"Guia, monitor e/ou mediador",
82042,Não informado,Não informado,Não informado,
82043,Não informado,Não informado,Não informado,
82045,Não informado,Não informado,Não informado,
82046,Não possui,Não possui,Não possui,
82047,Não possui,Não possui,Não possui,
82048,Não possui,Não possui,Não possui,
82049,Não informado,Não informado,Não informado,
82050,"Corrimão nas escadas e rampas, Cadeira de rodas para uso do visitante",Piso tátil,Não possui,"Recursos Sensoriais (Visual e Tátil), Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
82051,"Corrimão nas escadas e rampas, Rampa de acesso",Não informado,Material de divulgação impresso,"Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
82052,"Corrimão nas escadas e rampas, Elevador, Banheiros adaptados",Não possui,"Guia, monitor e/ou mediador","Acesso e mobilidade (Locomoção)"
82053,Não possui,Não possui,Não possui,
82054,Não informado,Não informado,Não informado,
82055,Não informado,Não informado,Não informado,
82056,"Rampa de acesso, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Banheiros adaptados",Sinalização tátil,Não informado,"Recursos Sensoriais (Visual e Tátil), Acesso e mobilidade (Locomoção)"
82057,Não informado,Não informado,Não informado,
82058,Não possui,Não possui,Não possui,
82059,Não possui,Não possui,Não possui,
82060,Não informado,Não informado,Não informado,
82061,Não informado,Não informado,Não informado,
82062,Banheiros adaptados,Não possui,"Guia, monitor e/ou mediador",Acesso e mobilidade (Locomoção)
82063,Sanitário adaptado,Não possui,Não possui,Acesso e mobilidade (Locomoção)
82064,Não possui,Não possui,Não possui,
82065,Não informado,Não informado,Não informado,
82066,Não informado,Não informado,Não informado,
82067,Não possui,Não possui,Não possui,
82068,Não possui,Não possui,Não possui,
82069,Não informado,Não informado,Não informado,
82070,Não informado,Não informado,Não informado,
82071,Não possui,Não possui,"Guia, monitor e/ou mediador",
82072,"Rampa de acesso, Banheiros adaptados",Não possui,Não possui,"Acesso e mobilidade (Locomoção)"
82073,Não possui,Não possui,Não possui,
82074,Não informado,Não informado,Não informado,
82075,Não informado,Não informado,Não informado,
82077,Não possui,Não possui,Não possui,
82079,Rampa de acesso,Não possui,Não possui,Acesso e mobilidade (Locomoção)
82080,Não possui,Não possui,Não possui,
82081,Não informado,Não informado,Não informado,
82082,Rampa de acesso,Não possui,Não possui,Acesso e mobilidade (Locomoção)
82083,Não possui,Não possui,Material de divulgação impresso,Apoio humano ou equipamentos para assistência
82084,Não informado,Não informado,Não informado,
82085,Não informado,Não informado,Não informado,
82087,Não possui,Não possui,Não possui,
82088,Não possui,Não possui,Não possui,
82089,Não informado,Não informado,Não informado,
82090,"Corrimão nas escadas e rampas, Rampa de acesso",Não possui,Não possui,Acesso e mobilidade (Locomoção)
82091,Não informado,Não informado,Não informado,
82092,Não informado,Não informado,Não informado,
82093,Não possui,Não possui,Não possui,
82094,Não informado,Não informado,Não informado,
82095,Não informado,Não informado,Não informado,
82096,Não informado,Não informado,Não informado,
82097,Não informado,Não informado,Não informado,
82098,Não informado,Não informado,Não informado,
82099,Não informado,Não informado,Não informado,
82100,"Rampa de acesso, Circuito de visitação adaptado",Não possui,Não possui,Acesso e mobilidade (Locomoção)
82101,Não possui,Não possui,Não possui,
82102,"Corrimão nas escadas e rampas, Bebedouro adaptado",Não informado,Não informado,"Acesso e mobilidade (Locomoção)"
82103,Não possui,Não possui,Não possui,
82104,Não informado,Não informado,Não informado,
82105,Não informado,Não informado,Não informado,
82106,"Rampa de acesso, Sanitário adaptado",Não informado,Não informado,"Acesso e mobilidade (Locomoção)"
82107,Não informado,Não informado,Não informado,
82108,"Corrimão nas escadas e rampas, Rampa de acesso, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Cadeira de rodas para uso do visitante, Banheiros adaptados",Piso tátil,Não possui,"Recursos Sensoriais (Visual e Tátil), Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
82109,Não possui,"Guia multimídia (audioguia com monitor), Maquetes táteis ou mapas em relevo, Obras e reproduções táteis, Piso tátil",Não possui,Recursos Sensoriais (Visual e Tátil)
82110,Não informado,Não informado,Não informado,
82112,Não informado,Não informado,Não informado,
82113,Não informado,Não informado,Não informado,
82114,Corrimão nas escadas e rampas,Não informado,Não informado,Acesso e mobilidade (Locomoção)
82115,"Corrimão nas escadas e rampas, Rampa de acesso, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Cadeira de rodas para uso do visitante, Banheiros adaptados, Circuito de visitação adaptado, Bebedouro adaptado","Sinalização tátil, Tradutor de Língua Brasileira de Sinais (LIBRAS)",Não possui,"Recursos Sensoriais (Visual e Tátil), Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
82116,Não informado,Não informado,Não informado,
82117,Não possui,Não possui,Não possui,
82118,"Corrimão nas escadas e rampas, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Cadeira de rodas para uso do visitante, Circuito de visitação adaptado, Bebedouro adaptado",Não informado,Não informado,"Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
82119,"Corrimão nas escadas e rampas, Rampa de acesso, Vaga de estacionamento exclusiva para deficientes e/ou idosos",Não informado,"Guia, monitor e/ou mediador",Acesso e mobilidade (Locomoção)
82120,Não informado,Não informado,Não informado,
82121,"Corrimão nas escadas e rampas, Cadeira de rodas para uso do visitante",Não possui,Não possui,"Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
82122,Não informado,Não informado,Não informado,
82123,Não informado,Não informado,Não informado,
82124,Banheiros adaptados,Não possui,Não possui,Acesso e mobilidade (Locomoção)
82126,Não possui,Não possui,Não possui,
82127,Não informado,Não informado,Não informado,
82128,Não possui,Não possui,"Material de divulgação impresso, Audioguia","Apoio humano ou equipamentos para assistência, Recursos de Comunicação (Auditiva e Idiomas)"
82129,Não informado,Não informado,Não informado,
82130,Não informado,Não informado,Não informado,
82131,Não informado,Não informado,Não informado,
82132,Não possui,Não possui,Não possui,
82133,Não informado,Não informado,Não informado,
82134,Não possui,Não possui,Não possui,
82135,"Corrimão nas escadas e rampas, Rampa de acesso, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Elevador adaptado","Sinalização em Braille, QR CODE com informações em áudio, LSE (legendagem para surdos e ensurdecidos) e Libras",Sinalização visual,"Acesso e mobilidade (Locomoção), Recursos de Comunicação (Auditiva e Idiomas)"
82136,Não possui,Não possui,Não possui,
82137,Não informado,Não informado,Não informado,
82138,Não possui,Não possui,Não possui,
82139,Não informado,Não informado,Não informado,
82140,Não possui,Não possui,Não possui,
82141,Não informado,Não informado,Não informado,
82142,Não possui,Não possui,Não possui,
82143,Não informado,Não informado,Não informado,
82144,Não informado,Não informado,Não informado,
82146,"Corrimão nas escadas e rampas, Rampa de acesso, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Banheiros adaptados, Bebedouro adaptado",Sinalização tátil,Não possui,"Recursos Sensoriais (Visual e Tátil), Acesso e mobilidade (Locomoção)"
82145,"Vaga de estacionamento exclusiva para deficientes e/ou idosos, Cadeira de rodas para uso do visitante",Não possui,"Guia, monitor e/ou mediador","Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
82147,Não informado,Não informado,Não informado,
82148,Não possui,Não possui,Sinalização visual,Recursos de Comunicação (Auditiva e Idiomas)
82149,Não possui,Não possui,Não possui,
82150,Não possui,Não possui,Não possui,
82151,Não possui,Não possui,Não possui,
82152,Não informado,Não informado,Não informado,
